DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,# Level 1,% Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
27Q045,P.S. 045 CLARENCE WITHERSPOON,4,2019,All Students,35,596.4000244,8,22.857143399999998,11,31.4285717,13,37.1428566,3,8.571428299,16,45.714286799999996
27Q045,P.S. 045 CLARENCE WITHERSPOON,All Grades,2019,All Students,121,593.6694336,37,30.57851219,49,40.49586868,28,23.1404953,7,5.785123825,35,28.92561913
27Q045,P.S. 045 CLARENCE WITHERSPOON,4,2018,All Students,39,594.1538696,6,15.38461494,20,51.28205109,11,28.20512772,2,5.128205299,13,33.33333206
27Q045,P.S. 045 CLARENCE WITHERSPOON,All Grades,2018,All Students,133,591.2706909,45,33.8345871,52,39.09774399,29,21.80451202,7,5.263157845,36,27.06766891
27Q045,P.S. 045 CLARENCE WITHERSPOON,4,2017,All Students,57,293.2631531,22,38.59649277,24,42.10526276,6,10.52631569,5,8.771929741,11,19.29824638
27Q045,P.S. 045 CLARENCE WITHERSPOON,6,2017,All Students,16,283.4375,7,43.75,9,56.25,0,0,0,0,0,0
27Q045,P.S. 045 CLARENCE WITHERSPOON,3,2016,All Students,65,292.8153992,28,43.07692337,24,36.92307663,12,18.46153831,1,1.538461566,13,20
27Q045,P.S. 045 CLARENCE WITHERSPOON,5,2016,All Students,36,286.1666565,17,47.22222137,15,41.66666794,4,11.11111069,0,0,4,11.11111069
27Q045,P.S. 045 CLARENCE WITHERSPOON,All Grades,2016,All Students,179,292.0838013,70,39.10614395,71,39.66480637,32,17.87709427,6,3.351955414,38,21.22904968
27Q045,P.S. 045 CLARENCE WITHERSPOON,4,2015,All Students,37,286.6486511,11,29.72973061,21,56.75675583,5,13.51351357,0,0,5,13.51351357
27Q045,P.S. 045 CLARENCE WITHERSPOON,6,2015,All Students,40,302.8250122,5,12.5,21,52.5,9,22.5,5,12.5,14,35
27Q045,P.S. 045 CLARENCE WITHERSPOON,3,2014,All Students,37,285.783783,20,54.05405426,14,37.83783722,3,8.108108521,0,0,3,8.108108521
27Q045,P.S. 045 CLARENCE WITHERSPOON,5,2014,All Students,51,297.5490112,18,35.29411697,21,41.17647171,8,15.68627453,4,7.843137264,12,23.52941132
27Q045,P.S. 045 CLARENCE WITHERSPOON,All Grades,2014,All Students,209,292.6507263,77,36.84210587,100,47.8468895,23,11.00478458,9,4.306220055,32,15.31100464
27Q045,P.S. 045 CLARENCE WITHERSPOON,4,2013,All Students,50,299.0799866,15,30,19,38,8,16,8,16,16,32
27Q045,P.S. 045 CLARENCE WITHERSPOON,6,2013,All Students,49,298.6938782,12,24.48979568,23,46.93877411,6,12.24489784,8,16.32653046,14,28.5714283
27Q047,P.S. 047 CHRIS GALAS,3,2023,All Students,24,443.625,6,25,9,37.5,7,29.16666603,2,8.333333015,9,37.5
27Q047,P.S. 047 CHRIS GALAS,5,2023,All Students,25,449.4400024,5,20,8,32,7,28,5,20,12,48
27Q047,P.S. 047 CHRIS GALAS,7,2023,All Students,12,465.3333435,0,0,1,8.333333015,8,66.66666412,3,25,11,91.66666412
27Q047,P.S. 047 CHRIS GALAS,All Grades,2023,All Students,115,451.5826111,17,14.78260899,34,29.56521797,38,33.04347992,26,22.60869598,64,55.65217209
27Q047,P.S. 047 CHRIS GALAS,4,2022,All Students,25,600.8800049,3,12,12,48,6,24,4,16,10,40
27Q047,P.S. 047 CHRIS GALAS,6,2022,All Students,12,610.083313,1,8.333333015,2,16.66666603,3,25,6,50,9,75
27Q047,P.S. 047 CHRIS GALAS,8,2022,All Students,9,591.444458,3,33.33333206,3,33.33333206,0,0,3,33.33333206,3,33.33333206
27Q047,P.S. 047 CHRIS GALAS,3,2019,All Students,18,605.222229,1,5.555555344,7,38.88888931,8,44.44444275,2,11.11111069,10,55.55555725
27Q047,P.S. 047 CHRIS GALAS,5,2019,All Students,28,606.3214111,6,21.4285717,8,28.5714283,8,28.5714283,6,21.4285717,14,50
27Q047,P.S. 047 CHRIS GALAS,7,2019,All Students,16,605.8125,2,12.5,6,37.5,5,31.25,3,18.75,8,50
27Q047,P.S. 047 CHRIS GALAS,All Grades,2019,All Students,135,604.6518555,14,10.37036991,47,34.81481552,47,34.81481552,27,20,74,54.81481552
27Q047,P.S. 047 CHRIS GALAS,4,2018,All Students,26,615.6538696,1,3.846153736,2,7.692307472,12,46.15384674,11,42.30769348,23,88.46154022
27Q047,P.S. 047 CHRIS GALAS,6,2018,All Students,14,605.9285889,2,14.28571415,4,28.5714283,4,28.5714283,4,28.5714283,8,57.1428566
27Q047,P.S. 047 CHRIS GALAS,8,2018,All Students,15,604.9333496,0,0,8,53.33333206,4,26.66666603,3,20,7,46.66666794
27Q047,P.S. 047 CHRIS GALAS,3,2017,All Students,24,323.4583435,2,8.333333015,5,20.83333397,16,66.66666412,1,4.166666508,17,70.83333588
27Q047,P.S. 047 CHRIS GALAS,5,2017,All Students,24,326.6666565,3,12.5,7,29.16666603,6,25,8,33.33333206,14,58.33333206
27Q047,P.S. 047 CHRIS GALAS,7,2017,All Students,16,310.875,3,18.75,6,37.5,5,31.25,2,12.5,7,43.75
27Q047,P.S. 047 CHRIS GALAS,All Grades,2017,All Students,115,321.6087036,12,10.43478298,34,29.56521797,44,38.26086807,25,21.73913002,69,60
27Q047,P.S. 047 CHRIS GALAS,4,2016,All Students,20,334.75,1,5,4,20,4,20,11,55,15,75
27Q047,P.S. 047 CHRIS GALAS,6,2016,All Students,16,307.5625,3,18.75,7,43.75,3,18.75,3,18.75,6,37.5
27Q047,P.S. 047 CHRIS GALAS,8,2016,All Students,25,314.8800049,2,8,8,32,12,48,3,12,15,60
27Q047,P.S. 047 CHRIS GALAS,3,2015,All Students,22,314.3181763,4,18.18181801,9,40.90909195,7,31.81818199,2,9.090909004,9,40.90909195
27Q047,P.S. 047 CHRIS GALAS,5,2015,All Students,23,322.7391357,2,8.695652008,7,30.43478203,10,43.47826004,4,17.39130402,14,60.86956406
27Q047,P.S. 047 CHRIS GALAS,7,2015,All Students,24,305.5,5,20.83333397,12,50,7,29.16666603,0,0,7,29.16666603
27Q047,P.S. 047 CHRIS GALAS,All Grades,2015,All Students,116,315.129303,18,15.51724148,41,35.34482574,39,33.62068939,18,15.51724148,57,49.13793182
27Q047,P.S. 047 CHRIS GALAS,4,2014,All Students,25,330.7999878,1,4,5,20,10,40,9,36,19,76
27Q047,P.S. 047 CHRIS GALAS,6,2014,All Students,25,307.3200073,3,12,18,72,2,8,2,8,4,16
27Q047,P.S. 047 CHRIS GALAS,8,2014,All Students,16,311.125,0,0,9,56.25,6,37.5,1,6.25,7,43.75
27Q047,P.S. 047 CHRIS GALAS,3,2013,All Students,23,316.8695679,2,8.695652008,9,39.13043594,11,47.82608795,1,4.347826004,12,52.17391205
27Q047,P.S. 047 CHRIS GALAS,5,2013,All Students,32,314.59375,5,15.625,8,25,16,50,3,9.375,19,59.375
27Q047,P.S. 047 CHRIS GALAS,7,2013,All Students,18,308.8888855,1,5.555555344,12,66.66666412,5,27.77777863,0,0,5,27.77777863
27Q047,P.S. 047 CHRIS GALAS,All Grades,2013,All Students,120,314.6416626,11,9.166666985,51,42.5,47,39.16666794,11,9.166666985,58,48.33333206
27Q053,M.S. 053 BRIAN PICCOLO,7,2023,All Students,75,434.3466797,38,50.66666794,16,21.33333397,16,21.33333397,5,6.666666508,21,28
27Q053,M.S. 053 BRIAN PICCOLO,All Grades,2023,All Students,188,439.9840393,65,34.57446671,61,32.44680786,40,21.27659607,22,11.70212746,62,32.97872162
27Q053,M.S. 053 BRIAN PICCOLO,7,2022,All Students,76,594.1710815,29,38.15789413,26,34.21052551,20,26.31579018,1,1.315789461,21,27.63157845
27Q053,M.S. 053 BRIAN PICCOLO,All Grades,2022,All Students,192,592.546875,76,39.58333206,66,34.375,37,19.27083397,13,6.770833492,50,26.04166603
27Q053,M.S. 053 BRIAN PICCOLO,7,2019,All Students,77,580.3636475,59,76.62337494,13,16.88311768,4,5.194805145,1,1.298701286,5,6.493506432
27Q053,M.S. 053 BRIAN PICCOLO,All Grades,2019,All Students,216,579.5324097,141,65.27777863,51,23.61111069,20,9.259259224,4,1.851851821,24,11.11111069
27Q053,M.S. 053 BRIAN PICCOLO,7,2018,All Students,79,579.5189819,55,69.62025452,20,25.31645584,4,5.063291073,0,0,4,5.063291073
27Q053,M.S. 053 BRIAN PICCOLO,All Grades,2018,All Students,239,583.1966553,137,57.32217407,64,26.77824211,33,13.80753136,5,2.092050314,38,15.89958191
27Q053,M.S. 053 BRIAN PICCOLO,7,2017,All Students,114,282.1052551,54,47.36841965,50,43.85964966,9,7.894736767,1,0.8771929741,10,8.771929741
27Q053,M.S. 053 BRIAN PICCOLO,All Grades,2017,All Students,290,282.2344971,135,46.55172348,108,37.24137878,43,14.82758617,4,1.379310369,47,16.20689583
27Q053,M.S. 053 BRIAN PICCOLO,7,2016,All Students,109,288.6513672,50,45.87155914,40,36.69724655,18,16.51376152,1,0.9174311757,19,17.4311924
27Q053,M.S. 053 BRIAN PICCOLO,All Grades,2016,All Students,301,283.269104,142,47.1760788,117,38.87042999,39,12.95681095,3,0.9966777563,42,13.95348835
27Q053,M.S. 053 BRIAN PICCOLO,7,2015,All Students,98,279.8877563,58,59.18367386,36,36.73469543,3,3.061224461,1,1.020408154,4,4.081632614
27Q053,M.S. 053 BRIAN PICCOLO,All Grades,2015,All Students,325,276.8522949,185,56.92307663,117,36,17,5.230769157,6,1.846153855,23,7.076922894
27Q053,M.S. 053 BRIAN PICCOLO,7,2014,All Students,116,275.1724243,68,58.62068939,43,37.06896591,4,3.448275805,1,0.8620689511,5,4.310344696
27Q053,M.S. 053 BRIAN PICCOLO,All Grades,2014,All Students,343,273.6064148,209,60.93294525,113,32.94460678,18,5.247813225,3,0.8746355772,21,6.122448921
27Q053,M.S. 053 BRIAN PICCOLO,7,2013,All Students,131,273.7251892,82,62.59542084,38,29.00763321,11,8.396946907,0,0,11,8.396946907
27Q053,M.S. 053 BRIAN PICCOLO,All Grades,2013,All Students,379,273.8179321,239,63.0606842,118,31.13456535,21,5.540896893,1,0.2638522387,22,5.804749489
27Q056,P.S. 056 HARRY EICHLER,4,2023,All Students,69,445.0724487,17,24.63768196,23,33.33333206,19,27.53623199,10,14.49275398,29,42.02898407
27Q056,P.S. 056 HARRY EICHLER,All Grades,2023,All Students,229,448.296936,48,20.96069908,67,29.25764275,78,34.06113434,36,15.72052383,114,49.78165817
27Q056,P.S. 056 HARRY EICHLER,4,2022,All Students,84,600.666687,11,13.09523773,30,35.714286799999996,23,27.38095284,20,23.80952454,43,51.19047546
27Q056,P.S. 056 HARRY EICHLER,All Grades,2022,All Students,215,599.506958,45,20.930233,71,33.02325439,61,28.3720932,38,17.6744194,99,46.0465126
27Q056,P.S. 056 HARRY EICHLER,4,2019,All Students,88,607.7613525,8,9.090909004,16,18.18181801,44,50,20,22.72727203,64,72.72727203
27Q056,P.S. 056 HARRY EICHLER,All Grades,2019,All Students,260,602.9653931,46,17.69230843,72,27.69230843,101,38.84615326,41,15.76923084,142,54.61538315
27Q056,P.S. 056 HARRY EICHLER,4,2018,All Students,86,604.7907104,11,12.79069805,26,30.2325573,31,36.0465126,18,20.930233,49,56.97674561
27Q056,P.S. 056 HARRY EICHLER,All Grades,2018,All Students,272,603.3933716,53,19.48529434,80,29.41176414,93,34.19117737,46,16.91176414,139,51.10293961
27Q056,P.S. 056 HARRY EICHLER,4,2017,All Students,93,308.3656006,20,21.50537682,37,39.78494644,20,21.50537682,16,17.20430183,36,38.70967865
27Q056,P.S. 056 HARRY EICHLER,All Grades,2017,All Students,267,306.4494324,75,28.08988762,85,31.83520508,70,26.21722794,37,13.85767746,107,40.0749054
27Q056,P.S. 056 HARRY EICHLER,4,2016,All Students,101,315.4851379,15,14.85148525,26,25.74257469,39,38.61386108,21,20.79207993,60,59.40594101
27Q056,P.S. 056 HARRY EICHLER,All Grades,2016,All Students,278,310.5072021,66,23.74100685,85,30.57553864,94,33.81295013,33,11.87050343,127,45.68345261
27Q056,P.S. 056 HARRY EICHLER,4,2015,All Students,87,299.7011414,25,28.73563194,36,41.37931061,21,24.13793182,5,5.747126579,26,29.88505745
27Q056,P.S. 056 HARRY EICHLER,All Grades,2015,All Students,291,300.9759521,87,29.89690781,115,39.51890182,75,25.77319527,14,4.810996532,89,30.58419228
27Q056,P.S. 056 HARRY EICHLER,4,2014,All Students,103,302.2232971,27,26.21359253,41,39.80582428,25,24.27184486,10,9.708738327,35,33.98058319
27Q056,P.S. 056 HARRY EICHLER,All Grades,2014,All Students,291,301.6254272,90,30.92783546,103,35.39518738,76,26.11683846,22,7.560137272,98,33.67697525
27Q056,P.S. 056 HARRY EICHLER,4,2013,All Students,103,295.4465942,34,33.0097084,47,45.63106918,16,15.53398037,6,5.825242519,22,21.35922241
27Q056,P.S. 056 HARRY EICHLER,All Grades,2013,All Students,301,300.096344,95,31.5614624,118,39.20265961,72,23.9202652,16,5.3156147,88,29.2358799
27Q060,P.S. 060 WOODHAVEN,4,2023,All Students,136,447.8602905,30,22.05882263,42,30.88235283,43,31.61764717,21,15.44117641,64,47.05882263
27Q060,P.S. 060 WOODHAVEN,All Grades,2023,All Students,415,450.602417,97,23.37349319,107,25.78313255,115,27.71084404,96,23.13253021,211,50.84337234
27Q060,P.S. 060 WOODHAVEN,4,2022,All Students,136,598.8455811,19,13.97058868,59,43.38235474,34,25,24,17.64705849,58,42.64706039
27Q060,P.S. 060 WOODHAVEN,All Grades,2022,All Students,403,598.1588135,77,19.10669899,174,43.17617798,114,28.2878418,38,9.429280281,152,37.71712112
27Q060,P.S. 060 WOODHAVEN,4,2019,All Students,154,600.850647,24,15.58441544,45,29.22077942,55,35.714286799999996,30,19.48052025,85,55.19480515
27Q060,P.S. 060 WOODHAVEN,All Grades,2019,All Students,516,604.9147339,68,13.17829418,148,28.68217087,197,38.17829514,103,19.96124077,300,58.139534
27Q060,P.S. 060 WOODHAVEN,4,2018,All Students,186,605.5053711,15,8.064516068,58,31.18279648,76,40.86021423,37,19.89247322,113,60.75268936
27Q060,P.S. 060 WOODHAVEN,All Grades,2018,All Students,559,604.0303955,105,18.78354263,174,31.12701225,185,33.09481049,95,16.99463272,280,50.08944702
27Q060,P.S. 060 WOODHAVEN,4,2017,All Students,202,310.9950562,27,13.36633682,85,42.07920837,67,33.16831589,23,11.38613892,90,44.5544548
27Q060,P.S. 060 WOODHAVEN,All Grades,2017,All Students,563,309.3800964,114,20.24866867,223,39.60923767,167,29.66252136,59,10.47957325,226,40.14209747
27Q060,P.S. 060 WOODHAVEN,4,2016,All Students,181,318.574585,16,8.8397789,71,39.22652054,57,31.49171257,37,20.4419899,94,51.93370056
27Q060,P.S. 060 WOODHAVEN,All Grades,2016,All Students,542,313.4372559,95,17.52767563,206,38.00738144,175,32.28782272,66,12.17712212,241,44.46494293
27Q060,P.S. 060 WOODHAVEN,4,2015,All Students,148,311.8243103,15,10.1351347,76,51.35135269,45,30.40540504,12,8.108108521,57,38.51351166
27Q060,P.S. 060 WOODHAVEN,All Grades,2015,All Students,538,306.5111389,110,20.44609642,255,47.39776993,135,25.09293747,38,7.063197136,173,32.15613556
27Q060,P.S. 060 WOODHAVEN,4,2014,All Students,191,299.2513123,53,27.74869156,85,44.50261688,39,20.41884804,14,7.329843044,53,27.74869156
27Q060,P.S. 060 WOODHAVEN,All Grades,2014,All Students,533,298.8480225,169,31.70731735,221,41.46341324,106,19.88743019,37,6.941838741,143,26.8292675
27Q060,P.S. 060 WOODHAVEN,4,2013,All Students,194,303.0154724,50,25.77319527,86,44.32989502,42,21.64948463,16,8.247422218,58,29.89690781
27Q060,P.S. 060 WOODHAVEN,All Grades,2013,All Students,562,306.8540955,134,23.84341621,240,42.70462799,149,26.51245499,39,6.939501762,188,33.4519577
27Q062,P. S. 62 - CHESTER PARK SCHOOL,4,2023,All Students,129,457.0852661,18,13.95348835,27,20.930233,40,31.00775146,44,34.10852814,84,65.1162796
27Q062,P. S. 62 - CHESTER PARK SCHOOL,All Grades,2023,All Students,341,451.255127,64,18.76832771,94,27.56598282,104,30.49853325,79,23.16715622,183,53.66568756
27Q062,P. S. 62 - CHESTER PARK SCHOOL,4,2022,All Students,126,595.2063599,30,23.80952454,41,32.5396843,33,26.19047546,22,17.46031761,55,43.65079498
27Q062,P. S. 62 - CHESTER PARK SCHOOL,All Grades,2022,All Students,391,600.2199707,79,20.2046032,127,32.4808197,123,31.45779991,62,15.85677719,185,47.31457901
27Q062,P. S. 62 - CHESTER PARK SCHOOL,4,2019,All Students,133,603.0075073,21,15.78947353,37,27.81954956,41,30.82706833,34,25.56390953,75,56.39097595
27Q062,P. S. 62 - CHESTER PARK SCHOOL,All Grades,2019,All Students,410,603.5878296,65,15.85365868,114,27.80487823,165,40.24390411,66,16.09756088,231,56.341465
27Q062,P. S. 62 - CHESTER PARK SCHOOL,4,2018,All Students,130,603.7077026,20,15.38461494,35,26.92307663,49,37.69230652,26,20,75,57.69230652
27Q062,P. S. 62 - CHESTER PARK SCHOOL,All Grades,2018,All Students,425,604.0258789,72,16.94117737,135,31.76470566,149,35.05882263,69,16.23529434,218,51.29411697
27Q062,P. S. 62 - CHESTER PARK SCHOOL,4,2017,All Students,165,307.7939453,28,16.96969604,69,41.81818008,51,30.90909004,17,10.30303001,68,41.21212006
27Q062,P. S. 62 - CHESTER PARK SCHOOL,All Grades,2017,All Students,441,310.2471619,92,20.86167717,149,33.78684998,146,33.10657501,54,12.24489784,200,45.35147476
27Q062,P. S. 62 - CHESTER PARK SCHOOL,4,2016,All Students,141,310.120575,22,15.60283661,64,45.39007187,34,24.1134758,21,14.89361668,55,39.00709152
27Q062,P. S. 62 - CHESTER PARK SCHOOL,All Grades,2016,All Students,440,309.3977356,86,19.54545403,169,38.40909195,135,30.68181801,50,11.36363602,185,42.04545593
27Q062,P. S. 62 - CHESTER PARK SCHOOL,4,2015,All Students,141,296.9787292,39,27.65957451,63,44.68085098,31,21.98581505,8,5.673758984,39,27.65957451
27Q062,P. S. 62 - CHESTER PARK SCHOOL,All Grades,2015,All Students,427,302.0608826,114,26.69789314,185,43.32552719,96,22.48243523,32,7.494145393,128,29.97658157
27Q062,P. S. 62 - CHESTER PARK SCHOOL,4,2014,All Students,148,301.0135193,41,27.70270348,62,41.89189148,31,20.94594574,14,9.459459305,45,30.40540504
27Q062,P. S. 62 - CHESTER PARK SCHOOL,All Grades,2014,All Students,435,303.7172546,125,28.73563194,158,36.32183838,118,27.12643623,34,7.816092014,152,34.94252777
27Q062,P. S. 62 - CHESTER PARK SCHOOL,4,2013,All Students,147,302.2312927,36,24.48979568,77,52.38095093,25,17.00680351,9,6.122448921,34,23.12925148
27Q062,P. S. 62 - CHESTER PARK SCHOOL,All Grades,2013,All Students,454,308.3876648,90,19.82378769,199,43.83259964,132,29.07489014,33,7.268722534,165,36.34361267
27Q063,P.S. 063 OLD SOUTH,4,2023,All Students,138,451.9565125,21,15.21739101,42,30.43478203,45,32.60869598,30,21.73913002,75,54.34782791
27Q063,P.S. 063 OLD SOUTH,All Grades,2023,All Students,403,450.5384521,74,18.36228371,120,29.77667427,130,32.25806427,79,19.60297775,209,51.86104202
27Q063,P.S. 063 OLD SOUTH,4,2022,All Students,140,595.7928467,34,24.2857151,43,30.7142849,32,22.857143399999998,31,22.142856600000002,63,45
27Q063,P.S. 063 OLD SOUTH,All Grades,2022,All Students,448,597.9107056,108,24.107143399999998,161,35.9375,115,25.669643399999998,64,14.28571415,179,39.9553566
27Q063,P.S. 063 OLD SOUTH,4,2019,All Students,188,597.5744629,41,21.80850983,61,32.44680786,58,30.85106468,28,14.89361668,86,45.74468231
27Q063,P.S. 063 OLD SOUTH,All Grades,2019,All Students,562,599.1121216,136,24.19928741,171,30.42704582,193,34.34163666,62,11.0320282,255,45.37366486
27Q063,P.S. 063 OLD SOUTH,4,2018,All Students,207,602.4782715,30,14.49275398,63,30.43478203,74,35.74879074,40,19.32367134,114,55.07246399
27Q063,P.S. 063 OLD SOUTH,All Grades,2018,All Students,596,601.7214966,112,18.79194641,183,30.70469856,216,36.24161148,85,14.2617445,301,50.50335693
27Q063,P.S. 063 OLD SOUTH,4,2017,All Students,211,316.0142212,29,13.74407578,72,34.12322235,58,27.48815155,52,24.64455032,110,52.13270187
27Q063,P.S. 063 OLD SOUTH,All Grades,2017,All Students,661,311.0907593,143,21.63388824,218,32.98033142,199,30.10589981,101,15.27987862,300,45.38578033
27Q063,P.S. 063 OLD SOUTH,4,2016,All Students,237,314.4135132,33,13.92405033,90,37.97468185,67,28.27004242,47,19.83122444,114,48.10126495
27Q063,P.S. 063 OLD SOUTH,All Grades,2016,All Students,674,311.5148315,132,19.58456993,235,34.86647034,219,32.49258041,88,13.05638027,307,45.54896164
27Q063,P.S. 063 OLD SOUTH,4,2015,All Students,221,302.0045166,62,28.0542984,72,32.57918549,68,30.76922989,19,8.597285271,87,39.36651611
27Q063,P.S. 063 OLD SOUTH,All Grades,2015,All Students,656,300.6646423,211,32.1646347,232,35.36585236,170,25.9146347,43,6.554878235,213,32.46951294
27Q063,P.S. 063 OLD SOUTH,4,2014,All Students,193,301.994812,42,21.76165771,83,43.00518036,51,26.42486954,17,8.808290482,68,35.23316193
27Q063,P.S. 063 OLD SOUTH,All Grades,2014,All Students,615,300.0455322,184,29.91869926,242,39.34959412,149,24.22764206,40,6.504065037,189,30.73170662
27Q063,P.S. 063 OLD SOUTH,4,2013,All Students,204,302.11273189999997,50,24.50980377,92,45.09803772,38,18.62745094,24,11.76470566,62,30.3921566
27Q063,P.S. 063 OLD SOUTH,All Grades,2013,All Students,599,304.9616089,146,24.37395668,255,42.57095337,149,24.8747921,49,8.180300713,198,33.05509186
27Q064,P.S. 064 JOSEPH P. ADDABBO,4,2023,All Students,58,445.2930908,10,17.24137878,23,39.65517426,16,27.58620644,9,15.51724148,25,43.10344696
27Q064,P.S. 064 JOSEPH P. ADDABBO,All Grades,2023,All Students,197,443.3248596,53,26.90355301,59,29.94923782,64,32.4873085,21,10.65989876,85,43.14720917
27Q064,P.S. 064 JOSEPH P. ADDABBO,4,2022,All Students,57,592.8947144,15,26.31579018,22,38.59649277,17,29.82456207,3,5.263157845,20,35.08771896
27Q064,P.S. 064 JOSEPH P. ADDABBO,All Grades,2022,All Students,198,597.5706787,43,21.71717262,84,42.42424393,59,29.79797935,12,6.060606003,71,35.85858536
27Q064,P.S. 064 JOSEPH P. ADDABBO,4,2019,All Students,90,600.5222168,17,18.88888931,25,27.77777863,30,33.33333206,18,20,48,53.33333206
27Q064,P.S. 064 JOSEPH P. ADDABBO,All Grades,2019,All Students,296,603.2297363,56,18.91891861,76,25.67567635,116,39.18918991,48,16.21621704,164,55.40540695
27Q064,P.S. 064 JOSEPH P. ADDABBO,4,2018,All Students,106,607.5471802,12,11.320755,31,29.24528313,27,25.47169876,36,33.96226501,63,59.43396378
27Q064,P.S. 064 JOSEPH P. ADDABBO,All Grades,2018,All Students,317,604.5551758,60,18.92744446,83,26.18296623,104,32.80757141,70,22.08201981,174,54.88959122
27Q064,P.S. 064 JOSEPH P. ADDABBO,4,2017,All Students,106,315.6132202,17,16.03773499,37,34.90565872,27,25.47169876,25,23.58490562,52,49.05660248
27Q064,P.S. 064 JOSEPH P. ADDABBO,All Grades,2017,All Students,330,309.6272583,86,26.060606,97,29.39393997,96,29.09090996,51,15.45454502,147,44.54545593
27Q064,P.S. 064 JOSEPH P. ADDABBO,4,2016,All Students,101,310.1782227,15,14.85148525,44,43.56435776,31,30.69306946,11,10.89108944,42,41.58415985
27Q064,P.S. 064 JOSEPH P. ADDABBO,All Grades,2016,All Students,320,310.2312622,70,21.875,111,34.6875,105,32.8125,34,10.625,139,43.4375
27Q064,P.S. 064 JOSEPH P. ADDABBO,4,2015,All Students,115,301.6869507,28,24.347826,52,45.21739197,29,25.21739197,6,5.217391491,35,30.43478203
27Q064,P.S. 064 JOSEPH P. ADDABBO,All Grades,2015,All Students,319,304.7711487,78,24.45141029,138,43.26018906,83,26.01880836,20,6.269592285,103,32.28840256
27Q064,P.S. 064 JOSEPH P. ADDABBO,4,2014,All Students,104,296.5865479,32,30.76922989,46,44.23077011,19,18.26922989,7,6.730769157,26,25
27Q064,P.S. 064 JOSEPH P. ADDABBO,All Grades,2014,All Students,299,301.3411255,88,29.43143845,112,37.45819473,82,27.42474937,17,5.685618877,99,33.11036682
27Q064,P.S. 064 JOSEPH P. ADDABBO,4,2013,All Students,91,302.615387,25,27.47252655,45,49.45055008,15,16.48351669,6,6.593406677,21,23.07692337
27Q064,P.S. 064 JOSEPH P. ADDABBO,All Grades,2013,All Students,317,301.7444763,95,29.96845436,135,42.58675003,69,21.76656151,18,5.678233624,87,27.44479561
27Q065,P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,4,2023,All Students,45,449.1555481,11,24.44444466,8,17.77777863,19,42.22222137,7,15.55555534,26,57.77777863
27Q065,P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,All Grades,2023,All Students,147,446.8299255,35,23.80952454,42,28.5714283,48,32.65306091,22,14.96598625,70,47.61904907
27Q065,P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,4,2022,All Students,55,593.3818359,14,25.45454597,24,43.63636398,14,25.45454597,3,5.454545498,17,30.90909004
27Q065,P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,All Grades,2022,All Students,147,596.9660034,35,23.80952454,55,37.41496658,46,31.29251671,11,7.482993126,57,38.77550888
27Q065,P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,4,2019,All Students,70,608.4000244,5,7.142857075,19,27.142856600000002,24,34.285713200000004,22,31.4285717,46,65.7142868
27Q065,P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,All Grades,2019,All Students,216,605.4074097,34,15.74074078,59,27.31481552,78,36.11111069,45,20.83333397,123,56.94444275
27Q065,P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,4,2018,All Students,66,601.2424316,12,18.18181801,24,36.36363602,14,21.21212196,16,24.24242401,30,45.45454407
27Q065,P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,All Grades,2018,All Students,224,607.7991333,34,15.178571699999999,63,28.125,80,35.714286799999996,47,20.982143399999998,127,56.69643021
27Q065,P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,4,2017,All Students,85,310.3647156,17,20,32,37.64706039,23,27.05882263,13,15.29411793,36,42.35293961
27Q065,P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,All Grades,2017,All Students,229,310.6200867,50,21.83406067,77,33.6244545,74,32.31441116,28,12.22707462,102,44.54148483
27Q065,P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,4,2016,All Students,80,315.8500061,8,10,29,36.25,32,40,11,13.75,43,53.75
27Q065,P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,All Grades,2016,All Students,239,307.2803345,63,26.35983276,84,35.14644241,72,30.12552261,20,8.368201256,92,38.49372482
27Q065,P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,4,2015,All Students,82,296.0609741,31,37.80487823,31,37.80487823,15,18.29268265,5,6.097560883,20,24.39024353
27Q065,P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,All Grades,2015,All Students,246,301.434967,73,29.67479706,98,39.83739853,59,23.98373985,16,6.504065037,75,30.48780441
27Q065,P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,4,2014,All Students,88,301.25,20,22.72727203,43,48.86363602,18,20.45454597,7,7.954545498,25,28.40909004
