DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,# Level 1,% Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
06M324,M.S. 324 - PATRIA MIRABAL,7,2019,All Students,103,595.3009644,39,37.86407852,32,31.06796074,25,24.27184486,7,6.796116352,32,31.06796074
06M324,M.S. 324 - PATRIA MIRABAL,All Grades,2019,All Students,279,595.6630859,88,31.5412178,84,30.10752678,71,25.44802856,36,12.9032259,107,38.35125351
06M324,M.S. 324 - PATRIA MIRABAL,7,2018,All Students,110,592.7908936,41,37.27272797,45,40.90909195,21,19.09090996,3,2.727272749,24,21.81818199
06M324,M.S. 324 - PATRIA MIRABAL,All Grades,2018,All Students,344,592.3255615,114,33.139534,132,38.3720932,75,21.8023262,23,6.6860466,98,28.4883728
06M324,M.S. 324 - PATRIA MIRABAL,7,2017,All Students,125,295.0079956,40,32,57,45.59999847,26,20.79999924,2,1.600000024,28,22.39999962
06M324,M.S. 324 - PATRIA MIRABAL,All Grades,2017,All Students,357,291.2745056,120,33.61344528,164,45.93837357,66,18.48739433,7,1.960784316,73,20.44817924
06M324,M.S. 324 - PATRIA MIRABAL,7,2016,All Students,136,294.75,43,31.61764717,62,45.58823395,29,21.3235302,2,1.470588207,31,22.79411697
06M324,M.S. 324 - PATRIA MIRABAL,All Grades,2016,All Students,391,293.0844116,117,29.92327309,191,48.84910583,70,17.90281296,13,3.324808121,83,21.22762108
06M324,M.S. 324 - PATRIA MIRABAL,7,2015,All Students,135,286.8222351,54,40,61,45.18518448,18,13.33333302,2,1.481481433,20,14.81481457
06M324,M.S. 324 - PATRIA MIRABAL,All Grades,2015,All Students,413,286.0217896,169,40.92009735,179,43.34140396,54,13.07506084,11,2.66343832,65,15.73849869
06M324,M.S. 324 - PATRIA MIRABAL,7,2014,All Students,144,282.6666565,71,49.30555725,57,39.58333206,16,11.11111069,0,0,16,11.11111069
06M324,M.S. 324 - PATRIA MIRABAL,All Grades,2014,All Students,407,285.9041748,169,41.52334213,181,44.47174454,48,11.79361153,9,2.21130228,57,14.00491428
06M324,M.S. 324 - PATRIA MIRABAL,7,2013,All Students,138,287.7536316,67,48.55072403,46,33.33333206,24,17.39130402,1,0.7246376872,25,18.115942
06M324,M.S. 324 - PATRIA MIRABAL,All Grades,2013,All Students,393,281.2290039,197,50.12722778,144,36.64122009,50,12.72264671,2,0.508905828,52,13.23155212
06M328,COMMUNITY MATH & SCIENCE PREP,7,2023,All Students,52,436.2884521,21,40.38461685,14,26.92307663,15,28.84615326,2,3.846153736,17,32.69230652
06M328,COMMUNITY MATH & SCIENCE PREP,All Grades,2023,All Students,108,440.3703613,32,29.62962914,37,34.25925827,30,27.77777863,9,8.333333015,39,36.11111069
06M328,COMMUNITY MATH & SCIENCE PREP,7,2022,All Students,22,593.0454712,7,31.81818199,11,50,4,18.18181801,0,0,4,18.18181801
06M328,COMMUNITY MATH & SCIENCE PREP,All Grades,2022,All Students,67,590.3731079,26,38.80596924,24,35.82089615,11,16.41790962,6,8.955224037,17,25.37313461
06M328,COMMUNITY MATH & SCIENCE PREP,7,2019,All Students,54,580.5,39,72.22222137,9,16.66666603,5,9.259259224,1,1.851851821,6,11.11111069
06M328,COMMUNITY MATH & SCIENCE PREP,All Grades,2019,All Students,167,581.7724609,98,58.68263626,39,23.35329247,25,14.97006035,5,2.994011879,30,17.96407127
06M328,COMMUNITY MATH & SCIENCE PREP,7,2018,All Students,64,576.625,51,79.6875,10,15.625,3,4.6875,0,0,3,4.6875
06M328,COMMUNITY MATH & SCIENCE PREP,All Grades,2018,All Students,183,578.4644775,123,67.21311188,41,22.40437126,15,8.196721077,4,2.1857924459999998,19,10.382514
06M328,COMMUNITY MATH & SCIENCE PREP,7,2017,All Students,68,271.75,43,63.23529434,16,23.52941132,9,13.23529434,0,0,9,13.23529434
06M328,COMMUNITY MATH & SCIENCE PREP,All Grades,2017,All Students,189,273.1005249,107,56.61375809,54,28.5714283,25,13.22751331,3,1.587301612,28,14.81481457
06M328,COMMUNITY MATH & SCIENCE PREP,7,2016,All Students,42,278.7619019,21,50,18,42.8571434,3,7.142857075,0,0,3,7.142857075
06M328,COMMUNITY MATH & SCIENCE PREP,All Grades,2016,All Students,127,274.1259766,69,54.33070755,47,37.00787354,10,7.874015808,1,0.787401557,11,8.661417007
06M328,COMMUNITY MATH & SCIENCE PREP,7,2015,All Students,60,246.6333313,49,81.66666412,10,16.66666603,1,1.666666627,0,0,1,1.666666627
06M328,COMMUNITY MATH & SCIENCE PREP,All Grades,2015,All Students,195,261.78460689999997,124,63.58974457,66,33.84615326,5,2.56410265,0,0,5,2.56410265
06M328,COMMUNITY MATH & SCIENCE PREP,7,2014,All Students,95,271.3473816,63,66.31578827,29,30.52631569,3,3.15789485,0,0,3,3.15789485
06M328,COMMUNITY MATH & SCIENCE PREP,All Grades,2014,All Students,266,271.9060059,155,58.27067566,100,37.59398651,10,3.75939846,1,0.375939846,11,4.135338306
06M328,COMMUNITY MATH & SCIENCE PREP,7,2013,All Students,105,270.3714294,66,62.8571434,36,34.285713200000004,3,2.8571429249999998,0,0,3,2.8571429249999998
06M328,COMMUNITY MATH & SCIENCE PREP,All Grades,2013,All Students,313,264.2140503,207,66.13418579,98,31.3099041,7,2.236421824,1,0.3194888234,8,2.555910587
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,7,2023,All Students,72,435.3333435,31,43.05555725,20,27.77777863,18,25,3,4.166666508,21,29.16666603
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,All Grades,2023,All Students,213,438.2488403,78,36.61971664,59,27.69952965,58,27.23004723,18,8.450704575,76,35.6807518
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,7,2022,All Students,66,596.6060791,23,34.84848404,19,28.78787804,20,30.30303001,4,6.060606003,24,36.36363602
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,All Grades,2022,All Students,218,594.9128418,65,29.81651306,79,36.23853302,53,24.31192589,21,9.633027077,74,33.94495392
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,7,2019,All Students,83,593.3373413,31,37.34939575,34,40.96385574,16,19.27710915,2,2.409638643,18,21.6867466
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,All Grades,2019,All Students,256,596.484375,67,26.171875,94,36.71875,63,24.609375,32,12.5,95,37.109375
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,7,2018,All Students,92,599.043457,26,28.26086998,30,32.60869598,34,36.95652008,2,2.173913002,36,39.13043594
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,All Grades,2018,All Students,259,598.4092407,60,23.16602325,95,36.67953491,75,28.95752907,29,11.19691086,104,40.15444183
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,7,2017,All Students,85,304.7294006,15,17.64705849,48,56.47058868,16,18.8235302,6,7.058823586,22,25.88235283
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,All Grades,2017,All Students,262,302.8206177,52,19.84732819,131,50,64,24.4274807,15,5.725190639,79,30.15267181
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,7,2016,All Students,81,294.5802612,27,33.33333206,37,45.6790123,17,20.98765373,0,0,17,20.98765373
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,All Grades,2016,All Students,257,299.9377441,54,21.01167297,135,52.52918243,56,21.78988266,12,4.669260502,68,26.45914459
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,7,2015,All Students,91,289.8461609,36,39.56044006,44,48.35165024,10,10.98901081,1,1.098901153,11,12.08791256
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,All Grades,2015,All Students,244,287.2704773,96,39.34426117,122,50,22,9.016393661,4,1.639344215,26,10.65573788
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,7,2014,All Students,68,291.2941284,25,36.76470566,34,50,7,10.29411793,2,2.941176414,9,13.23529434
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,All Grades,2014,All Students,228,287.1096497,81,35.5263176,120,52.63158035,20,8.771929741,7,3.070175409,27,11.84210491
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,7,2013,All Students,52,272.4615479,31,59.61538315,18,34.61538315,3,5.769230843,0,0,3,5.769230843
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,All Grades,2013,All Students,188,274.1595764,108,57.44680786,75,39.89361572,5,2.659574509,0,0,5,2.659574509
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,4,2023,All Students,32,450.5625,7,21.875,9,28.125,10,31.25,6,18.75,16,50
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,6,2023,All Students,73,442.3972473,20,27.39726067,23,31.50684929,24,32.8767128,6,8.2191782,30,41.09589005
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,8,2023,All Students,79,444.1139221,18,22.78481102,27,34.17721558,30,37.97468185,4,5.063291073,34,43.03797531
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,3,2022,All Students,33,594.9091187,6,18.18181801,14,42.42424393,13,39.39393997,0,0,13,39.39393997
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,5,2022,All Students,27,592.4074097,11,40.74074173,11,40.74074173,5,18.51851845,0,0,5,18.51851845
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,7,2022,All Students,79,605,10,12.65822792,35,44.30379868,24,30.37974739,10,12.65822792,34,43.03797531
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,All Grades,2022,All Students,310,600.3580933,51,16.45161247,121,39.03225708,98,31.61290359,40,12.9032259,138,44.51612854
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,4,2019,All Students,27,599.9259033,4,14.81481457,9,33.33333206,12,44.44444275,2,7.407407284,14,51.85185242
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,7,2019,All Students,79,595.5316162,21,26.58227921,40,50.63291168,16,20.25316429,2,2.531645536,18,22.78481102
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,All Grades,2019,All Students,309,596.1715088,75,24.27184486,120,38.83495331,84,27.18446541,30,9.708738327,114,36.89320374
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,6,2018,All Students,82,592.4755859,27,32.92683029,30,36.5853653,21,25.60975647,4,4.878048897,25,30.48780441
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,8,2018,All Students,81,599.5678711,11,13.58024693,32,39.50617218,33,40.74074173,5,6.172839642,38,46.91358185
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,6,2017,All Students,85,292.0705872,26,30.58823586,48,56.47058868,6,7.058823586,5,5.882352829,11,12.94117641
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,8,2017,All Students,80,308.6749878,10,12.5,34,42.5,30,37.5,6,7.5,36,45
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,6,2016,All Students,77,292.9610291,19,24.67532539,41,53.24675369,15,19.48052025,2,2.597402573,17,22.07792282
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,8,2016,All Students,85,301.4235229,12,14.11764717,45,52.94117737,27,31.76470566,1,1.176470637,28,32.94117737
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,6,2015,All Students,82,295.987793,26,31.70731735,32,39.02439117,21,25.60975647,3,3.658536673,24,29.26829338
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,8,2015,All Students,94,296.9680786,27,28.72340393,40,42.55319214,23,24.46808434,4,4.255319118,27,28.72340393
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,6,2014,All Students,88,296.0227356,19,21.59090996,57,64.77272797,11,12.5,1,1.136363626,12,13.63636398
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,8,2014,All Students,82,293.2926941,23,28.04878044,41,50,15,18.29268265,3,3.658536673,18,21.95121956
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,6,2013,All Students,88,293.5227356,22,25,56,63.63636398,6,6.818181992,4,4.545454502,10,11.36363602
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,8,2013,All Students,79,285.48101810000003,36,45.56962204,32,40.50632858,8,10.12658215,3,3.797468424,11,13.92405033
06M349,HARBOR HEIGHTS,6,2023,All Students,8,430.5,5,62.5,2,25,1,12.5,0,0,1,12.5
06M349,HARBOR HEIGHTS,8,2023,All Students,29,437.0344849,11,37.93103409,9,31.03448296,5,17.24137878,4,13.79310322,9,31.03448296
06M349,HARBOR HEIGHTS,6,2022,All Students,9,590.555542,3,33.33333206,2,22.22222137,3,33.33333206,1,11.11111069,4,44.44444275
06M349,HARBOR HEIGHTS,8,2022,All Students,29,570.7930908,19,65.51724243,8,27.58620644,1,3.448275805,1,3.448275805,2,6.896551609
06M349,HARBOR HEIGHTS,6,2019,All Students,14,561.1428833,12,85.7142868,2,14.28571415,0,0,0,0,0,0
06M349,HARBOR HEIGHTS,8,2019,All Students,39,578.1795044,24,61.53845978,13,33.33333206,1,2.56410265,1,2.56410265,2,5.128205299
06M349,HARBOR HEIGHTS,6,2018,All Students,20,558.4500122,20,100,0,0,0,0,0,0,0,0
06M349,HARBOR HEIGHTS,8,2018,All Students,55,581.1272583,29,52.72727203,19,34.54545593,6,10.909091,1,1.818181872,7,12.72727299
06M349,HARBOR HEIGHTS,6,2017,All Students,15,235.5333405,15,100,0,0,0,0,0,0,0,0
06M349,HARBOR HEIGHTS,8,2017,All Students,45,263.555542,36,80,6,13.33333302,2,4.444444656,1,2.222222328,3,6.666666508
06M349,HARBOR HEIGHTS,6,2016,All Students,22,251.6818237,20,90.90908813,1,4.545454502,1,4.545454502,0,0,1,4.545454502
06M349,HARBOR HEIGHTS,8,2016,All Students,49,262.0612183,36,73.46939087,10,20.40816307,3,6.122448921,0,0,3,6.122448921
06M349,HARBOR HEIGHTS,6,2015,All Students,15,240.3333282,14,93.33333588,1,6.666666508,0,0,0,0,0,0
06M349,HARBOR HEIGHTS,8,2015,All Students,52,247.1923065,47,90.38461304,5,9.615385056,0,0,0,0,0,0
06M349,HARBOR HEIGHTS,6,2014,All Students,35,246.3142853,33,94.2857132,2,5.714285851,0,0,0,0,0,0
06M349,HARBOR HEIGHTS,8,2014,All Students,49,260.7755127,39,79.59183502,9,18.36734772,1,2.040816307,0,0,1,2.040816307
06M349,HARBOR HEIGHTS,6,2013,All Students,34,234.5882416,34,100,0,0,0,0,0,0,0,0
06M349,HARBOR HEIGHTS,8,2013,All Students,48,250.4583282,41,85.41666412,4,8.333333015,2,4.166666508,1,2.083333254,3,6.25
06M366,WASHINGTON HEIGHTS ACADEMY,3,2023,All Students,37,453.9459534,6,16.21621704,9,24.32432365,15,40.54053879,7,18.91891861,22,59.45946121
06M366,WASHINGTON HEIGHTS ACADEMY,5,2023,All Students,33,459.3030396,1,3.030303001,6,18.18181801,19,57.57575607,7,21.21212196,26,78.78787994
06M366,WASHINGTON HEIGHTS ACADEMY,7,2023,All Students,40,459.0750122,4,10,4,10,22,55,10,25,32,80
06M366,WASHINGTON HEIGHTS ACADEMY,All Grades,2023,All Students,217,457.3317871,16,7.373271942,47,21.65898705,98,45.16128922,56,25.8064518,154,70.96774292
06M366,WASHINGTON HEIGHTS ACADEMY,4,2022,All Students,30,595.0999756,3,10,18,60,7,23.33333397,2,6.666666508,9,30
06M366,WASHINGTON HEIGHTS ACADEMY,6,2022,All Students,27,612,1,3.703703642,4,14.81481457,6,22.22222137,16,59.25925827,22,81.48148346
06M366,WASHINGTON HEIGHTS ACADEMY,8,2022,All Students,24,615.583313,0,0,5,20.83333397,6,25,13,54.16666794,19,79.16666412
06M366,WASHINGTON HEIGHTS ACADEMY,3,2019,All Students,37,613.0270386,0,0,3,8.108108521,31,83.78378296,3,8.108108521,34,91.89189148
06M366,WASHINGTON HEIGHTS ACADEMY,5,2019,All Students,44,609.8181763,2,4.545454502,15,34.09090805,19,43.18181992,8,18.18181801,27,61.36363602
06M366,WASHINGTON HEIGHTS ACADEMY,7,2019,All Students,60,609.4000244,5,8.333333015,20,33.33333206,23,38.33333206,12,20,35,58.33333206
06M366,WASHINGTON HEIGHTS ACADEMY,All Grades,2019,All Students,275,610.6036377,11,4,59,21.45454597,137,49.81818008,68,24.72727203,205,74.54545593
06M366,WASHINGTON HEIGHTS ACADEMY,4,2018,All Students,47,608.1914673,2,4.255319118,14,29.78723335,20,42.55319214,11,23.40425491,31,65.95744324
06M366,WASHINGTON HEIGHTS ACADEMY,6,2018,All Students,48,609.583313,4,8.333333015,9,18.75,16,33.33333206,19,39.58333206,35,72.91666412
06M366,WASHINGTON HEIGHTS ACADEMY,8,2018,All Students,40,612.3499756,0,0,10,25,16,40,14,35,30,75
06M366,WASHINGTON HEIGHTS ACADEMY,3,2017,All Students,52,317.365387,7,13.46153831,18,34.61538315,24,46.15384674,3,5.769230843,27,51.92307663
06M366,WASHINGTON HEIGHTS ACADEMY,5,2017,All Students,44,313.0909119,7,15.909091,17,38.63636398,12,27.27272797,8,18.18181801,20,45.45454407
06M366,WASHINGTON HEIGHTS ACADEMY,7,2017,All Students,55,321.0181885,2,3.636363745,19,34.54545593,27,49.09090805,7,12.72727299,34,61.81818008
06M366,WASHINGTON HEIGHTS ACADEMY,All Grades,2017,All Students,290,318.8103333,20,6.896551609,108,37.24137878,116,40,46,15.86206913,162,55.86206818
06M366,WASHINGTON HEIGHTS ACADEMY,4,2016,All Students,57,310.2280579,10,17.54385948,21,36.84210587,19,33.33333206,7,12.28070164,26,45.61403656
06M366,WASHINGTON HEIGHTS ACADEMY,6,2016,All Students,61,308.8360596,8,13.11475372,30,49.18032837,15,24.59016418,8,13.11475372,23,37.70491791
06M366,WASHINGTON HEIGHTS ACADEMY,All Grades,2016,All Students,261,310.6436768,44,16.85823822,108,41.37931061,80,30.65134048,29,11.11111069,109,41.76245117
06M366,WASHINGTON HEIGHTS ACADEMY,4,2015,All Students,55,297.3636475,18,32.72727203,21,38.18181992,12,21.81818199,4,7.272727489,16,29.09090996
06M366,WASHINGTON HEIGHTS ACADEMY,6,2015,All Students,52,304.2692261,10,19.23077011,27,51.92307663,7,13.46153831,8,15.38461494,15,28.84615326
06M366,WASHINGTON HEIGHTS ACADEMY,3,2014,All Students,58,293.1034546,25,43.10344696,20,34.48275757,12,20.6896553,1,1.724137902,13,22.41379356
06M366,WASHINGTON HEIGHTS ACADEMY,5,2014,All Students,50,311.0400085,6,12,28,56,11,22,5,10,16,32
06M366,WASHINGTON HEIGHTS ACADEMY,3,2013,All Students,55,305.3999939,16,29.09090996,21,38.18181992,15,27.27272797,3,5.454545498,18,32.72727203
06M366,WASHINGTON HEIGHTS ACADEMY,5,2013,All Students,41,310.4146423,8,19.51219559,16,39.02439117,15,36.5853653,2,4.878048897,17,41.46341324
06M368,THE WILLIAM LYNCH SCHOOL,3,2023,All Students,25,441.480011,7,28,8,32,8,32,2,8,10,40
06M368,THE WILLIAM LYNCH SCHOOL,5,2023,All Students,24,444.3333435,9,37.5,4,16.66666603,6,25,5,20.83333397,11,45.83333206
06M368,THE WILLIAM LYNCH SCHOOL,3,2022,All Students,15,587.7999878,5,33.33333206,5,33.33333206,5,33.33333206,0,0,5,33.33333206
06M368,THE WILLIAM LYNCH SCHOOL,5,2022,All Students,25,596.1199951,11,44,5,20,6,24,3,12,9,36
06M368,THE WILLIAM LYNCH SCHOOL,3,2019,All Students,30,596.9666748,5,16.66666603,13,43.33333206,11,36.66666794,1,3.333333254,12,40
06M368,THE WILLIAM LYNCH SCHOOL,5,2019,All Students,24,591.958313,13,54.16666794,6,25,4,16.66666603,1,4.166666508,5,20.83333397
06M368,THE WILLIAM LYNCH SCHOOL,3,2018,All Students,26,592.7692261,6,23.07692337,10,38.46154022,10,38.46154022,0,0,10,38.46154022
06M368,THE WILLIAM LYNCH SCHOOL,5,2018,All Students,24,594.916687,11,45.83333206,9,37.5,4,16.66666603,0,0,4,16.66666603
06M368,THE WILLIAM LYNCH SCHOOL,3,2017,All Students,21,265.3333435,16,76.19047546,4,19.04761887,1,4.761904716,0,0,1,4.761904716
06M368,THE WILLIAM LYNCH SCHOOL,5,2017,All Students,17,286.3529358,8,47.05882263,9,52.94117737,0,0,0,0,0,0
06M368,THE WILLIAM LYNCH SCHOOL,3,2016,All Students,14,307.21429439999997,2,14.28571415,6,42.8571434,6,42.8571434,0,0,6,42.8571434
06M368,THE WILLIAM LYNCH SCHOOL,5,2016,All Students,26,284.0769348,14,53.84615326,8,30.76922989,2,7.692307472,2,7.692307472,4,15.38461494
06M368,THE WILLIAM LYNCH SCHOOL,3,2015,All Students,10,279.1000061,8,80,1,10,1,10,0,0,1,10
06M368,THE WILLIAM LYNCH SCHOOL,5,2015,All Students,14,285.21429439999997,8,57.1428566,5,35.714286799999996,0,0,1,7.142857075,1,7.142857075
06M368,THE WILLIAM LYNCH SCHOOL,3,2014,All Students,12,297.8333435,2,16.66666603,7,58.33333206,3,25,0,0,3,25
06M368,THE WILLIAM LYNCH SCHOOL,5,2014,All Students,19,294.2105408,8,42.10526276,5,26.31579018,5,26.31579018,1,5.263157845,6,31.57894707
06M368,THE WILLIAM LYNCH SCHOOL,3,2013,All Students,43,285.2092896,25,58.139534,16,37.20930099,2,4.651162624,0,0,2,4.651162624
06M368,THE WILLIAM LYNCH SCHOOL,5,2013,All Students,20,305.75,6,30,6,30,7,35,1,5,8,40
06M513,CASTLE BRIDGE SCHOOL,3,2023,All Students,6,440.5,3,50,0,0,2,33.33333206,1,16.66666603,3,50
06M513,CASTLE BRIDGE SCHOOL,5,2023,All Students,11,442.4545593,3,27.27272797,4,36.36363602,4,36.36363602,0,0,4,36.36363602
06M513,CASTLE BRIDGE SCHOOL,3,2022,All Students,13,602.2307739,3,23.07692337,4,30.76922989,4,30.76922989,2,15.38461494,6,46.15384674
06M513,CASTLE BRIDGE SCHOOL,5,2022,All Students,6,605,0,0,4,66.66666412,2,33.33333206,0,0,2,33.33333206
06M513,CASTLE BRIDGE SCHOOL,3,2019,All Students,8,606.875,0,0,2,25,5,62.5,1,12.5,6,75
06M513,CASTLE BRIDGE SCHOOL,5,2019,All Students,3,s,s,s,s,s,s,s,s,s,s,s
06M513,CASTLE BRIDGE SCHOOL,3,2018,All Students,6,598.166687,1,16.66666603,3,50,2,33.33333206,0,0,2,33.33333206
06M513,CASTLE BRIDGE SCHOOL,5,2018,All Students,7,607.1428833,3,42.8571434,0,0,3,42.8571434,1,14.28571415,4,57.1428566
06M513,CASTLE BRIDGE SCHOOL,3,2017,All Students,7,317,1,14.28571415,2,28.5714283,4,57.1428566,0,0,4,57.1428566
06M513,CASTLE BRIDGE SCHOOL,5,2017,All Students,5,s,s,s,s,s,s,s,s,s,s,s
06M513,CASTLE BRIDGE SCHOOL,3,2016,All Students,2,s,s,s,s,s,s,s,s,s,s,s
06M513,CASTLE BRIDGE SCHOOL,All Grades,2016,All Students,3,s,s,s,s,s,s,s,s,s,s,s
06M528,I.S. 528 BEA FULLER RODGERS SCHOOL,7,2023,All Students,64,441,26,40.625,15,23.4375,15,23.4375,8,12.5,23,35.9375
06M528,I.S. 528 BEA FULLER RODGERS SCHOOL,All Grades,2023,All Students,214,445.9859924,49,22.89719582,69,32.2429924,70,32.71028137,26,12.14953232,96,44.85981369
06M528,I.S. 528 BEA FULLER RODGERS SCHOOL,7,2022,All Students,68,600.75,15,22.05882263,27,39.70588303,21,30.88235283,5,7.352941036,26,38.23529434
06M528,I.S. 528 BEA FULLER RODGERS SCHOOL,All Grades,2022,All Students,162,597.6481323,46,28.39506149,46,28.39506149,52,32.09876633,18,11.11111069,70,43.20987701
06M528,I.S. 528 BEA FULLER RODGERS SCHOOL,7,2019,All Students,87,597.3677979,28,32.18390656,36,41.37931061,15,17.24137878,8,9.195402145,23,26.43678093
06M528,I.S. 528 BEA FULLER RODGERS SCHOOL,All Grades,2019,All Students,217,595.2350464,63,29.03225899,90,41.47465515,43,19.81566811,21,9.677419662,64,29.49308777
06M528,I.S. 528 BEA FULLER RODGERS SCHOOL,7,2018,All Students,42,594.9047852,11,26.19047546,23,54.76190567,8,19.04761887,0,0,8,19.04761887
06M528,I.S. 528 BEA FULLER RODGERS SCHOOL,All Grades,2018,All Students,192,596.213562,47,24.47916603,80,41.66666794,47,24.47916603,18,9.375,65,33.85416794
06M528,I.S. 528 BEA FULLER RODGERS SCHOOL,7,2017,All Students,63,295.0793762,20,31.74603081,31,49.20634842,12,19.04761887,0,0,12,19.04761887
06M528,I.S. 528 BEA FULLER RODGERS SCHOOL,All Grades,2017,All Students,153,290.4248352,52,33.98692703,75,49.01960754,26,16.99346352,0,0,26,16.99346352
06M528,I.S. 528 BEA FULLER RODGERS SCHOOL,7,2016,All Students,45,291.5777893,14,31.11111069,20,44.44444275,10,22.22222137,1,2.222222328,11,24.44444466
06M528,I.S. 528 BEA FULLER RODGERS SCHOOL,All Grades,2016,All Students,161,290.6335449,56,34.78260803,70,43.47826004,33,20.49689484,2,1.242236018,35,21.73913002
06M528,I.S. 528 BEA FULLER RODGERS SCHOOL,7,2015,All Students,60,283.7833252,37,61.66666794,13,21.66666603,9,15,1,1.666666627,10,16.66666603
06M528,I.S. 528 BEA FULLER RODGERS SCHOOL,All Grades,2015,All Students,176,283.3920593,89,50.56818008,66,37.5,19,10.79545498,2,1.136363626,21,11.93181801
06M528,I.S. 528 BEA FULLER RODGERS SCHOOL,7,2014,All Students,69,283.4927673,33,47.82608795,31,44.92753601,5,7.246376991,0,0,5,7.246376991
06M528,I.S. 528 BEA FULLER RODGERS SCHOOL,All Grades,2014,All Students,210,285.8952332,86,40.95238113,106,50.47618866,13,6.190476418,5,2.380952358,18,8.571428299
06M528,I.S. 528 BEA FULLER RODGERS SCHOOL,7,2013,All Students,79,285.5822754,39,49.36708832,35,44.30379868,5,6.32911396,0,0,5,6.32911396
06M528,I.S. 528 BEA FULLER RODGERS SCHOOL,All Grades,2013,All Students,239,284.6150513,112,46.86192322,103,43.09623337,21,8.786610603,3,1.255230069,24,10.04184055
07X001,P.S. 001 COURTLANDT SCHOOL,4,2023,All Students,73,431.9862976,36,49.31506729,20,27.39726067,13,17.80821991,4,5.479452133,17,23.28767204
07X001,P.S. 001 COURTLANDT SCHOOL,All Grades,2023,All Students,204,429.6421509,110,53.92156982,60,29.41176414,27,13.23529434,7,3.431372643,34,16.66666603
07X001,P.S. 001 COURTLANDT SCHOOL,4,2022,All Students,80,578.0374756,40,50,32,40,6,7.5,2,2.5,8,10
07X001,P.S. 001 COURTLANDT SCHOOL,All Grades,2022,All Students,216,582.2963257,116,53.70370483,69,31.94444466,26,12.0370369,5,2.314814806,31,14.35185146
07X001,P.S. 001 COURTLANDT SCHOOL,4,2019,All Students,92,593.8695679,24,26.08695602,31,33.69565201,28,30.43478203,9,9.782608986,37,40.21739197
07X001,P.S. 001 COURTLANDT SCHOOL,All Grades,2019,All Students,265,589.826416,98,36.98113251,89,33.58490753,65,24.52830124,13,4.905660152,78,29.43396187
07X001,P.S. 001 COURTLANDT SCHOOL,4,2018,All Students,92,589.3043213,36,39.13043594,32,34.78260803,16,17.39130402,8,8.695652008,24,26.08695602
